ID,images,time origin,amplitude,time delays,magnifications,redshift,noise level
1594,4,55000.0,0.0498,[ 0.    6.46 19.15 31.12],[1.75 1.03 1.65 1.69],1.0835,0.1952
1595,1,55000.0,0.0394,[0],[1.4],1.1804,0.0301
1596,2,55000.0,0.0383,[ 0.   12.69],[1.14 1.54],1.7471,0.1536
1597,3,55000.0,0.0493,[ 0.   10.24 19.91],[1.24 1.77 1.9 ],1.3287,0.1753
1598,1,55000.0,0.0497,[0],[1.45],1.8271,0.0857
1599,4,55000.0,0.0486,[ 0.    6.8  12.29 17.37],[1.87 1.93 1.04 1.46],1.6924,0.0873
1600,1,55000.0,0.058,[0],[1.16],1.8561,0.1914
1601,2,55000.0,0.0666,[0.   9.19],[1.1 1.9],1.6159,0.1545
1602,4,55000.0,0.0361,[ 0.    6.5  18.34 27.54],[1.56 1.32 1.41 1.62],1.2792,0.0961
1603,2,55000.0,0.0629,[ 0.   12.14],[1.24 1.2 ],1.4954,0.1879
1604,1,55000.0,0.03,[0],[1.51],1.6878,0.1651
1605,2,55000.0,0.0218,[ 0.   12.33],[1.62 1.31],1.0652,0.0177
1606,4,55000.0,0.0394,[ 0.    5.67 16.97 24.95],[1.55 1.54 1.03 1.18],1.1086,0.0346
1607,1,55000.0,0.0218,[0],[1.01],1.7891,0.182
1608,2,55000.0,0.0228,[0.   9.46],[1.65 1.43],1.6488,0.0663
1609,1,55000.0,0.0414,[0],[1.39],1.647,0.1543
1610,1,55000.0,0.0056,[0],[1.55],1.0083,0.0357
1611,3,55000.0,0.0074,[ 0.    5.72 12.39],[1.37 1.27 1.47],1.2597,0.03
1612,1,55000.0,0.0368,[0],[1.31],1.4043,0.0446
1613,2,55000.0,0.031,[ 0.  13.8],[1.36 1.57],1.5116,0.0408
1614,3,55000.0,0.0491,[ 0.   12.84 20.  ],[1.81 1.33 1.14],1.5316,0.0864
1615,1,55000.0,0.001,[0],[1.81],1.5088,0.0053
1616,4,55000.0,0.0584,[ 0.    7.25 21.66 31.56],[1.93 1.48 1.02 1.72],1.3345,0.0036
1617,3,55000.0,0.0724,[ 0.   12.66 23.06],[1.61 1.32 1.33],1.3603,0.1012
1618,1,55000.0,0.0653,[0],[1.49],1.6113,0.0988
1619,1,55000.0,0.087,[0],[1.92],1.376,0.0907
1620,1,55000.0,0.0375,[0],[1.18],1.0822,0.1719
1621,1,55000.0,0.0472,[0],[1.61],1.8215,0.0064
1622,4,55000.0,0.0784,[ 0.    8.43 22.62 28.39],[1.27 1.89 1.82 1.17],1.601,0.1269
1623,3,55000.0,0.0954,[ 0.    9.92 21.56],[1.06 1.9  1.55],1.4776,0.0581
1624,2,55000.0,0.095,[0.   8.67],[2.   1.53],1.4297,0.0322
1625,1,55000.0,0.0836,[0],[1.06],1.578,0.0887
1626,4,55000.0,0.0803,[ 0.    9.   20.48 30.1 ],[1.28 1.62 1.71 1.08],1.7757,0.0908
1627,3,55000.0,0.0066,[ 0.   10.14 21.07],[1.83 1.58 1.51],1.846,0.1387
1628,4,55000.0,0.0638,[ 0.   10.28 24.   31.15],[1.99 1.96 1.78 1.38],1.518,0.1524
1629,4,55000.0,0.0647,[ 0.   12.   25.53 35.81],[1.24 1.19 1.61 1.7 ],1.0294,0.1824
1630,1,55000.0,0.0988,[0],[1.94],1.1788,0.0922
1631,2,55000.0,0.059,[ 0.   13.97],[1.33 1.3 ],1.0264,0.1759
1632,3,55000.0,0.0484,[ 0.   11.06 23.64],[1.91 1.05 1.21],1.0214,0.0274
1633,2,55000.0,0.0513,[ 0.   14.49],[1.33 1.09],1.3891,0.0876
1634,1,55000.0,0.0507,[0],[1.95],1.9311,0.0244
1635,1,55000.0,0.0915,[0],[1.36],1.7488,0.1412
1636,3,55000.0,0.0455,[ 0.    9.91 24.9 ],[1.92 1.95 1.44],1.4735,0.0757
1637,1,55000.0,0.0236,[0],[1.07],1.5328,0.1078
1638,4,55000.0,0.0305,[ 0.   13.83 23.85 37.16],[1.23 1.32 1.21 1.16],1.3737,0.0669
1639,2,55000.0,0.0604,[0.   9.68],[1.7  1.41],1.4241,0.1584
1640,1,55000.0,0.0153,[0],[1.28],1.4917,0.0079
1641,1,55000.0,0.0071,[0],[1.74],1.4688,0.0663
1642,3,55000.0,0.0401,[ 0.    6.93 19.39],[1.68 1.37 1.42],1.1188,0.0764
1643,4,55000.0,0.0998,[ 0.    7.   19.71 33.18],[1.76 1.15 1.05 1.95],1.0524,0.0545
1644,1,55000.0,0.0072,[0],[1.9],1.5447,0.114
1645,1,55000.0,0.0992,[0],[1.8],1.9403,0.1493
1646,1,55000.0,0.0233,[0],[1.69],1.5921,0.1917
1647,2,55000.0,0.0122,[ 0.   11.12],[1.94 1.99],1.1078,0.0222
1648,3,55000.0,0.0056,[ 0.    7.34 15.19],[1.56 1.26 1.98],1.149,0.1259
1649,4,55000.0,0.0937,[ 0.   13.13 20.14 27.43],[1.52 1.27 1.34 1.33],1.8954,0.1387
1650,1,55000.0,0.0388,[0],[1.11],1.2314,0.1958
1651,1,55000.0,0.0993,[0],[1.31],1.4606,0.0791
1652,3,55000.0,0.0837,[ 0.    8.84 20.8 ],[1.2  1.08 1.86],1.4521,0.0719
1653,1,55000.0,0.0547,[0],[1.88],1.5313,0.0169
1654,4,55000.0,0.0539,[ 0.   13.69 24.93 39.42],[1.97 1.28 1.24 1.48],1.4648,0.0729
1655,4,55000.0,0.0915,[ 0.   11.79 24.33 29.95],[1.26 1.18 1.63 1.07],1.5475,0.0897
1656,4,55000.0,0.0589,[ 0.    7.32 16.42 22.36],[1.53 1.57 1.74 1.17],1.7995,0.1991
1657,2,55000.0,0.0103,[ 0.   13.75],[1.98 1.5 ],1.1976,0.1704
1658,3,55000.0,0.0218,[ 0.   11.24 24.59],[1.92 1.85 1.45],1.0529,0.1682
1659,2,55000.0,0.0402,[ 0.   14.88],[1.56 1.7 ],1.009,0.105
1660,1,55000.0,0.0421,[0],[1.27],1.6852,0.1287
1661,1,55000.0,0.0762,[0],[1.42],1.4607,0.0113
1662,1,55000.0,0.0282,[0],[1.59],1.2589,0.0228
1663,1,55000.0,0.0277,[0],[1.4],1.7563,0.1759
1664,1,55000.0,0.0924,[0],[1.54],1.2408,0.1352
1665,1,55000.0,0.0763,[0],[1.83],1.7456,0.143
1666,1,55000.0,0.0394,[0],[1.62],1.9844,0.0096
1667,1,55000.0,0.0412,[0],[1.8],1.4157,0.0001
1668,1,55000.0,0.0142,[0],[1.54],1.5484,0.023
1669,1,55000.0,0.078,[0],[1.46],1.0935,0.0599
1670,1,55000.0,0.0758,[0],[1.63],1.6993,0.0285
1671,4,55000.0,0.0847,[ 0.   12.72 23.16 38.07],[1.66 1.3  1.17 1.12],1.9794,0.1975
1672,1,55000.0,0.0571,[0],[1.73],1.8973,0.0821
1673,1,55000.0,0.065,[0],[1.19],1.9413,0.1287
1674,1,55000.0,0.0534,[0],[1.6],1.6489,0.0422
1675,1,55000.0,0.0089,[0],[1.84],1.6913,0.0696
1676,1,55000.0,0.0801,[0],[1.46],1.7338,0.1769
1677,1,55000.0,0.0992,[0],[1.39],1.3394,0.1827
1678,2,55000.0,0.0612,[0.   8.04],[1.98 1.36],1.9958,0.1157
1679,2,55000.0,0.0509,[0.   6.04],[1.26 1.52],1.1475,0.1726
1680,1,55000.0,0.0065,[0],[1.39],1.8117,0.006
1681,1,55000.0,0.0259,[0],[1.67],1.9123,0.1179
1682,2,55000.0,0.0511,[ 0.   12.96],[1.5  1.31],1.1409,0.0732
1683,1,55000.0,0.0555,[0],[1.92],1.0864,0.0475
1684,1,55000.0,0.0764,[0],[1.25],1.2043,0.1238
1685,3,55000.0,0.0023,[ 0.    6.68 15.94],[1.26 1.28 1.26],1.6041,0.1543
1686,1,55000.0,0.0727,[0],[1.71],1.1596,0.1803
1687,1,55000.0,0.0409,[0],[1.62],1.9912,0.0314
1688,1,55000.0,0.0775,[0],[1.33],1.2164,0.1842
1689,1,55000.0,0.0684,[0],[1.88],1.4178,0.1876
1690,4,55000.0,0.0726,[ 0.    5.33 16.28 27.44],[1.77 1.53 1.98 1.39],1.2602,0.117
1691,2,55000.0,0.0672,[0.   5.17],[1.58 1.67],1.4691,0.0325
1692,4,55000.0,0.0879,[ 0.   10.24 22.45 36.24],[1.43 1.22 1.05 1.02],1.8387,0.0551
1693,4,55000.0,0.0384,[ 0.    9.05 18.98 25.17],[1.28 1.04 1.28 1.37],1.279,0.0204
1694,3,55000.0,0.0778,[ 0.   12.16 21.2 ],[1.81 1.05 1.94],1.8438,0.0206
1695,1,55000.0,0.0904,[0],[1.43],1.1379,0.0272
1696,1,55000.0,0.0456,[0],[1.17],1.1313,0.0655
1697,1,55000.0,0.0165,[0],[1.],1.6301,0.1881
1698,1,55000.0,0.0189,[0],[1.71],1.682,0.1213
1699,1,55000.0,0.096,[0],[1.22],1.7602,0.0403
1700,2,55000.0,0.0218,[0.   5.99],[1.75 1.17],1.6643,0.0022
1701,1,55000.0,0.0916,[0],[1.46],1.2327,0.0836
1702,1,55000.0,0.0665,[0],[1.29],1.6223,0.0375
1703,1,55000.0,0.0335,[0],[1.74],1.239,0.0692
1704,1,55000.0,0.0277,[0],[1.65],1.8363,0.1309
1705,1,55000.0,0.0154,[0],[1.21],1.8721,0.1155
1706,3,55000.0,0.0055,[ 0.   13.85 19.99],[1.48 1.96 1.68],1.0469,0.1573
1707,1,55000.0,0.0848,[0],[1.63],1.4665,0.0538
1708,4,55000.0,0.04,[ 0.   12.65 17.76 32.32],[1.61 1.62 1.39 1.93],1.7911,0.138
1709,3,55000.0,0.0158,[ 0.   10.36 20.82],[1.5  1.22 1.35],1.3203,0.1401
1710,1,55000.0,0.0511,[0],[1.69],1.5647,0.1789
1711,1,55000.0,0.0725,[0],[1.14],1.2998,0.0508
1712,2,55000.0,0.0843,[ 0. 11.],[1.46 1.91],1.7535,0.0828
1713,4,55000.0,0.0756,[ 0.    7.18 16.47 26.69],[1.95 1.83 1.36 1.88],1.9862,0.155
1714,3,55000.0,0.0361,[ 0.    8.33 18.01],[1.65 1.11 1.47],1.8454,0.1944
1715,1,55000.0,0.0916,[0],[1.4],1.0004,0.1543
1716,1,55000.0,0.057,[0],[1.81],1.4863,0.1606
1717,4,55000.0,0.0024,[ 0.   13.32 27.96 38.2 ],[1.18 1.42 1.2  1.36],1.0593,0.0654
1718,1,55000.0,0.0425,[0],[1.85],1.2939,0.1231
1719,4,55000.0,0.0873,[ 0.   12.09 26.41 38.96],[1.42 1.9  1.65 1.57],1.8673,0.172
1720,2,55000.0,0.0852,[0.   9.77],[1.27 1.79],1.8304,0.1927
1721,2,55000.0,0.0964,[0.   5.42],[1.42 1.45],1.508,0.1666
1722,1,55000.0,0.057,[0],[1.74],1.5279,0.1781
1723,1,55000.0,0.0218,[0],[1.72],1.3379,0.0893
1724,2,55000.0,0.0287,[ 0.   11.81],[1.19 1.44],1.8065,0.0512
1725,1,55000.0,0.0364,[0],[1.16],1.9807,0.1909
1726,3,55000.0,0.0365,[ 0.   12.99 23.72],[1.19 1.66 1.4 ],1.0554,0.0333
1727,1,55000.0,0.058,[0],[1.29],1.9831,0.1324
1728,2,55000.0,0.0857,[0.   5.37],[1.31 1.69],1.4556,0.0034
1729,4,55000.0,0.0419,[ 0.   14.37 24.85 31.53],[1.1  1.35 1.14 1.31],1.6068,0.115
1730,1,55000.0,0.0591,[0],[1.29],1.586,0.0875
1731,1,55000.0,0.0515,[0],[1.21],1.0648,0.0836
1732,1,55000.0,0.041,[0],[1.1],1.3881,0.1696
1733,1,55000.0,0.0532,[0],[1.29],1.1378,0.1592
1734,1,55000.0,0.0193,[0],[1.6],1.8452,0.0714
1735,1,55000.0,0.0263,[0],[1.],1.5851,0.1841
1736,4,55000.0,0.0593,[ 0.   10.61 22.21 30.08],[1.77 1.79 1.59 1.01],1.1267,0.1754
1737,3,55000.0,0.0315,[ 0.   10.57 21.9 ],[1.1  1.87 1.6 ],1.0099,0.0085
1738,3,55000.0,0.0367,[ 0.    7.41 19.18],[1.33 1.91 1.84],1.4573,0.0142
1739,4,55000.0,0.0757,[ 0.    6.   17.66 28.19],[1.86 1.25 1.31 1.34],1.1319,0.0711
1740,2,55000.0,0.0994,[ 0.  11.8],[1.2 1.1],1.7236,0.19
1741,3,55000.0,0.0522,[ 0.    9.73 18.58],[1.59 1.99 1.99],1.7533,0.1887
1742,1,55000.0,0.0055,[0],[1.77],1.968,0.1557
1743,1,55000.0,0.0699,[0],[1.58],1.4416,0.0307
1744,4,55000.0,0.013,[ 0.   12.75 20.61 31.04],[1.58 1.64 1.03 1.07],1.4823,0.0609
1745,4,55000.0,0.0491,[ 0.    6.31 15.62 22.54],[1.3  1.49 1.77 1.1 ],1.6429,0.1264
1746,4,55000.0,0.0111,[ 0.    5.7  14.25 22.38],[1.35 1.09 1.52 1.5 ],1.4015,0.0924
1747,1,55000.0,0.0087,[0],[1.32],1.0857,0.1859
1748,4,55000.0,0.0329,[ 0.    8.42 16.42 28.45],[1.52 1.68 1.41 1.39],1.9002,0.145
1749,4,55000.0,0.0268,[ 0.   10.02 15.81 30.41],[1.72 1.77 1.58 1.46],1.3147,0.1678
1750,1,55000.0,0.0058,[0],[1.51],1.7729,0.1366
1751,1,55000.0,0.0869,[0],[1.74],1.2945,0.0063
1752,3,55000.0,0.0327,[ 0.    6.18 11.42],[1.39 1.1  1.27],1.2342,0.1433
1753,1,55000.0,0.017,[0],[1.69],1.4153,0.0681
1754,2,55000.0,0.0844,[ 0.   14.04],[1.34 1.55],1.2814,0.1403
1755,2,55000.0,0.0588,[0.   6.37],[1.86 1.95],1.0939,0.0951
1756,1,55000.0,0.0054,[0],[1.29],1.5531,0.156
1757,1,55000.0,0.0192,[0],[1.07],1.2353,0.1147
1758,1,55000.0,0.0193,[0],[1.96],1.9548,0.0037
1759,4,55000.0,0.0333,[ 0.   10.19 18.42 32.29],[1.38 1.24 1.44 1.23],1.4836,0.0794
1760,3,55000.0,0.0309,[ 0.  14.3 24.7],[1.75 1.1  1.03],1.0081,0.0564
1761,1,55000.0,0.0447,[0],[1.13],1.6035,0.1652
1762,3,55000.0,0.0313,[ 0.    8.52 16.92],[1.35 1.81 1.46],1.2532,0.0092
1763,1,55000.0,0.0421,[0],[1.07],1.8522,0.1201
1764,1,55000.0,0.036,[0],[1.29],1.3939,0.1293
1765,1,55000.0,0.0791,[0],[1.93],1.9932,0.1681
1766,1,55000.0,0.0126,[0],[1.34],1.3663,0.048
1767,3,55000.0,0.0678,[ 0.   12.15 21.04],[1.03 1.18 1.44],1.1396,0.082
1768,2,55000.0,0.0417,[ 0.   12.31],[1.18 1.91],1.8274,0.0412
1769,1,55000.0,0.0345,[0],[1.36],1.6086,0.0691
1770,1,55000.0,0.0197,[0],[1.68],1.397,0.1154
1771,3,55000.0,0.0479,[ 0.   13.49 22.87],[1.24 1.14 1.6 ],1.0565,0.1059
1772,1,55000.0,0.0841,[0],[1.86],1.0686,0.1246
1773,1,55000.0,0.0386,[0],[1.76],1.5869,0.1043
1774,1,55000.0,0.0286,[0],[1.82],1.9624,0.1646
1775,1,55000.0,0.0133,[0],[1.85],1.7175,0.0857
1776,3,55000.0,0.03,[ 0.    7.61 21.11],[1.23 1.14 1.39],1.6498,0.1669
1777,1,55000.0,0.0336,[0],[1.5],1.2581,0.0464
1778,3,55000.0,0.0582,[ 0.   13.85 27.37],[1.8  1.21 1.93],1.8697,0.0884
1779,2,55000.0,0.0052,[0.   7.47],[1.56 1.79],1.4305,0.1109
1780,1,55000.0,0.0763,[0],[1.09],1.3918,0.1274
1781,2,55000.0,0.0682,[0.   6.62],[1.75 1.4 ],1.3182,0.036
1782,3,55000.0,0.0965,[ 0.   10.55 21.14],[1.66 1.08 1.15],1.1344,0.1983
1783,2,55000.0,0.0502,[0.   6.49],[1.19 1.34],1.9463,0.0252
1784,3,55000.0,0.0427,[ 0.    6.97 14.01],[1.24 1.7  1.32],1.8486,0.001
1785,2,55000.0,0.0606,[ 0.  14.9],[1.11 1.87],1.2959,0.06
1786,2,55000.0,0.0427,[ 0.   11.95],[1.25 1.29],1.9427,0.0559
1787,4,55000.0,0.0478,[ 0.   13.96 25.77 35.92],[1.99 1.39 1.59 1.59],1.3262,0.0455
1788,1,55000.0,0.0986,[0],[1.36],1.9161,0.188
1789,2,55000.0,0.0473,[0.   8.22],[1.3  1.98],1.0512,0.147
1790,3,55000.0,0.0275,[ 0.   13.4  26.31],[1.83 1.22 1.12],1.4815,0.0115
1791,3,55000.0,0.0409,[ 0.    6.57 14.32],[1.61 1.75 1.1 ],1.5591,0.0558
1792,3,55000.0,0.0991,[ 0.   10.21 16.79],[1.75 1.53 1.58],1.1748,0.0954
1793,3,55000.0,0.0612,[ 0.    5.65 15.23],[1.2  1.33 1.53],1.3007,0.1309
1794,2,55000.0,0.0381,[0.   7.78],[1.44 1.98],1.9772,0.1579
1795,1,55000.0,0.0379,[0],[1.74],1.2914,0.0159
1796,1,55000.0,0.0057,[0],[1.97],1.0739,0.0916
1797,1,55000.0,0.0057,[0],[1.98],1.9377,0.1981
1798,2,55000.0,0.0685,[0.   5.54],[1.28 1.8 ],1.1576,0.1238
1799,3,55000.0,0.0734,[ 0.    8.51 18.2 ],[1.66 1.67 1.4 ],1.1863,0.0294
1800,2,55000.0,0.0141,[0.   5.15],[1.14 1.25],1.9287,0.0136
1801,2,55000.0,0.0022,[0.   9.22],[1.73 1.66],1.451,0.1863
1802,4,55000.0,0.0338,[ 0.   14.38 22.31 29.86],[1.58 1.25 1.34 1.9 ],1.4603,0.0373
1803,2,55000.0,0.0218,[0.   6.92],[1.78 1.08],1.2616,0.099
1804,1,55000.0,0.0884,[0],[1.09],1.9182,0.1372
1805,3,55000.0,0.0606,[ 0.   14.14 23.99],[1.34 1.24 1.2 ],1.0001,0.0589
1806,1,55000.0,0.0628,[0],[1.95],1.2959,0.1881
1807,2,55000.0,0.0356,[ 0.   12.41],[1.69 1.19],1.8644,0.0709
1808,4,55000.0,0.0141,[ 0.    8.19 15.46 22.32],[1.19 1.67 1.06 1.63],1.2257,0.1596
1809,1,55000.0,0.0563,[0],[1.89],1.6261,0.1007
1810,3,55000.0,0.0513,[ 0.    8.14 18.21],[1.22 1.72 1.13],1.3408,0.0905
1811,1,55000.0,0.0169,[0],[1.12],1.4309,0.1653
1812,1,55000.0,0.014,[0],[1.64],1.4035,0.0839
1813,2,55000.0,0.0494,[0.   8.74],[1.25 1.64],1.3402,0.1968
1814,3,55000.0,0.0335,[ 0.    5.76 17.89],[1.96 1.98 1.07],1.0644,0.0699
1815,2,55000.0,0.0911,[ 0.   12.12],[1.94 1.53],1.6332,0.1494
1816,3,55000.0,0.0327,[ 0.   14.08 26.26],[1.06 1.69 1.02],1.0233,0.0734
1817,2,55000.0,0.0533,[ 0.   14.25],[1.68 1.7 ],1.7098,0.0368
1818,1,55000.0,0.0209,[0],[1.29],1.006,0.0641
1819,4,55000.0,0.0266,[ 0.    8.16 17.22 25.75],[1.39 1.89 1.69 1.29],1.1688,0.035
1820,1,55000.0,0.0251,[0],[1.69],1.1351,0.0123
1821,1,55000.0,0.0081,[0],[1.09],1.2021,0.0916
1822,2,55000.0,0.0862,[0.   6.41],[1.7 1.3],1.206,0.184
1823,3,55000.0,0.0612,[ 0.    8.11 13.25],[1.77 1.66 1.36],1.4656,0.0425
1824,2,55000.0,0.0602,[0.   9.82],[1.12 1.89],1.2403,0.1213
1825,1,55000.0,0.0775,[0],[1.17],1.0304,0.0614
1826,4,55000.0,0.0525,[ 0.    8.97 21.23 31.85],[1.46 1.69 1.07 1.33],1.6304,0.018
1827,1,55000.0,0.0191,[0],[1.58],1.6297,0.1905
1828,1,55000.0,0.0231,[0],[1.58],1.7241,0.1532
1829,2,55000.0,0.0412,[ 0.   13.33],[1.96 1.03],1.4449,0.0615
1830,1,55000.0,0.0014,[0],[1.62],1.4096,0.0752
1831,1,55000.0,0.0876,[0],[1.2],1.1934,0.0803
1832,1,55000.0,0.0756,[0],[1.48],1.2585,0.1823
1833,2,55000.0,0.0624,[0.   6.87],[1.72 1.22],1.57,0.0918
1834,1,55000.0,0.0691,[0],[1.22],1.0256,0.0679
1835,3,55000.0,0.0056,[ 0.    5.99 19.46],[1.94 1.28 1.1 ],1.9438,0.1504
1836,1,55000.0,0.0777,[0],[1.94],1.7851,0.1643
1837,3,55000.0,0.0308,[ 0.   12.61 18.43],[1.43 1.43 1.63],1.0455,0.152
1838,2,55000.0,0.046,[0.   5.87],[1.47 1.99],1.9087,0.0608
1839,1,55000.0,0.044,[0],[1.39],1.1589,0.1665
1840,3,55000.0,0.0016,[ 0.   12.63 21.55],[1.16 1.17 1.59],1.6262,0.1489
1841,3,55000.0,0.0921,[ 0.    9.58 23.33],[1.67 1.15 1.07],1.582,0.0764
1842,3,55000.0,0.0187,[ 0.    5.42 17.21],[1.36 1.52 1.57],1.5487,0.0008
1843,1,55000.0,0.0887,[0],[1.55],1.1464,0.1832
1844,1,55000.0,0.0238,[0],[1.09],1.1101,0.0354
1845,3,55000.0,0.0007,[ 0.   13.33 26.85],[1.04 1.68 1.54],1.7101,0.0897
1846,1,55000.0,0.0548,[0],[1.77],1.3804,0.1786
1847,4,55000.0,0.0696,[ 0.   12.47 22.72 32.22],[1.49 1.85 1.31 1.58],1.4319,0.0332
1848,1,55000.0,0.0666,[0],[1.37],1.0336,0.0468
1849,1,55000.0,0.0951,[0],[1.89],1.8278,0.0309
1850,2,55000.0,0.0424,[0.   6.91],[1.64 1.56],1.1865,0.0524
1851,1,55000.0,0.0131,[0],[1.8],1.0063,0.0292
1852,1,55000.0,0.0528,[0],[1.95],1.2293,0.0692
1853,3,55000.0,0.0954,[ 0.    6.34 14.5 ],[1.92 1.9  1.34],1.7645,0.1627
1854,1,55000.0,0.0114,[0],[1.13],1.0317,0.1995
1855,3,55000.0,0.0983,[ 0.    9.08 19.93],[1.45 1.44 1.06],1.4678,0.1995
1856,1,55000.0,0.0272,[0],[1.86],1.5222,0.1219
1857,4,55000.0,0.0047,[ 0.    6.65 21.29 31.26],[1.72 1.73 1.58 1.34],1.0148,0.0873
1858,4,55000.0,0.0434,[ 0.   13.87 25.7  35.17],[1.68 1.96 1.74 1.52],1.5319,0.1957
1859,4,55000.0,0.0785,[ 0.   11.5  26.19 40.57],[1.72 1.28 1.65 1.25],1.8757,0.181
1860,3,55000.0,0.0776,[ 0.   13.91 25.59],[1.4  1.63 1.48],1.9732,0.0021
1861,2,55000.0,0.0172,[0.  5.2],[1.83 1.47],1.5502,0.0851
1862,1,55000.0,0.0554,[0],[1.38],1.0013,0.1923
1863,1,55000.0,0.0752,[0],[1.53],1.141,0.1098
1864,3,55000.0,0.0506,[ 0.    5.59 13.07],[1.23 1.31 1.38],1.0291,0.1647
1865,1,55000.0,0.0419,[0],[1.04],1.1203,0.0005
1866,1,55000.0,0.0186,[0],[1.91],1.8767,0.0468
1867,1,55000.0,0.0129,[0],[1.04],1.3415,0.1291
1868,1,55000.0,0.0592,[0],[1.69],1.0667,0.1452
1869,2,55000.0,0.0701,[ 0.  14.3],[1.51 1.33],1.7841,0.0882
1870,1,55000.0,0.0955,[0],[1.08],1.0225,0.1331
1871,4,55000.0,0.0163,[ 0.    8.24 22.72 31.75],[1.97 1.01 1.35 1.31],1.7064,0.12
1872,1,55000.0,0.0985,[0],[1.18],1.5981,0.1751
1873,1,55000.0,0.0176,[0],[1.83],1.8303,0.184
1874,1,55000.0,0.0819,[0],[1.68],1.0273,0.0647
1875,3,55000.0,0.0366,[ 0.    9.63 14.65],[1.33 1.   1.04],1.1172,0.1866
1876,2,55000.0,0.0913,[0.   7.39],[1.45 1.75],1.0257,0.0912
1877,2,55000.0,0.0791,[0.   8.81],[1.38 1.33],1.3584,0.1931
1878,4,55000.0,0.087,[ 0.    6.32 16.99 30.07],[1.91 1.38 1.98 1.71],1.9043,0.0412
1879,1,55000.0,0.0031,[0],[1.75],1.7101,0.1376
1880,3,55000.0,0.0665,[ 0.   13.31 21.27],[1.9  1.72 1.48],1.5533,0.1755
1881,3,55000.0,0.0321,[ 0.   13.68 20.72],[1.44 1.07 1.83],1.8691,0.185
1882,1,55000.0,0.0124,[0],[1.64],1.8521,0.116
1883,1,55000.0,0.0227,[0],[1.61],1.2356,0.0519
1884,1,55000.0,0.0377,[0],[1.26],1.4607,0.1093
1885,4,55000.0,0.0975,[ 0.    7.31 19.94 30.48],[1.25 1.31 1.59 1.25],1.0155,0.0621
1886,1,55000.0,0.0307,[0],[1.23],1.5885,0.1071
1887,3,55000.0,0.0483,[ 0.   14.96 29.19],[1.37 1.14 1.3 ],1.9343,0.0795
1888,4,55000.0,0.0619,[ 0.    5.19 14.85 29.12],[1.22 1.27 1.48 1.19],1.7487,0.0818
1889,1,55000.0,0.0827,[0],[1.72],1.7447,0.073
1890,4,55000.0,0.0219,[ 0.   13.09 18.12 26.66],[1.43 1.62 1.88 1.7 ],1.3445,0.1891
1891,4,55000.0,0.0654,[ 0.    9.81 22.39 27.53],[1.05 1.58 1.28 1.27],1.4351,0.1231
1892,3,55000.0,0.049,[ 0.   14.92 26.79],[1.46 1.72 1.46],1.4916,0.0747
1893,1,55000.0,0.002,[0],[1.1],1.4218,0.0446
1894,2,55000.0,0.0816,[0.   9.41],[1.26 1.35],1.9451,0.0829
1895,3,55000.0,0.0987,[ 0.    8.54 14.95],[1.49 1.01 1.74],1.5029,0.048
1896,1,55000.0,0.0788,[0],[1.69],1.7308,0.0295
1897,1,55000.0,0.0318,[0],[1.32],1.0114,0.0899
1898,1,55000.0,0.0044,[0],[1.22],1.1323,0.1208
1899,1,55000.0,0.0538,[0],[1.81],1.5631,0.1339
1900,3,55000.0,0.0211,[ 0.   12.72 19.72],[1.21 1.06 1.55],1.4502,0.1052
1901,4,55000.0,0.0958,[ 0.    5.29 12.48 22.93],[1.43 1.4  1.86 1.33],1.373,0.1731
1902,2,55000.0,0.0728,[ 0.   12.23],[1.27 1.85],1.5764,0.1417
1903,1,55000.0,0.0466,[0],[1.81],1.0037,0.1854
1904,3,55000.0,0.0942,[ 0.   11.93 19.23],[1.31 1.14 1.34],1.2007,0.0173
1905,1,55000.0,0.0264,[0],[1.25],1.0721,0.1288
1906,1,55000.0,0.047,[0],[1.09],1.9624,0.1548
1907,4,55000.0,0.0722,[ 0.   10.99 21.19 26.29],[1.7  1.42 1.04 1.91],1.5288,0.1518
1908,4,55000.0,0.066,[ 0.   10.38 23.3  34.1 ],[1.92 1.5  1.4  1.31],1.3038,0.099
1909,1,55000.0,0.0865,[0],[1.3],1.2871,0.1199
1910,1,55000.0,0.0927,[0],[1.56],1.0113,0.0015
1911,1,55000.0,0.0106,[0],[1.88],1.7486,0.1683
1912,1,55000.0,0.0685,[0],[1.24],1.4666,0.0335
1913,3,55000.0,0.0163,[ 0.   13.03 23.37],[1.89 1.29 1.96],1.4049,0.1824
1914,1,55000.0,0.0744,[0],[1.61],1.2247,0.0566
1915,1,55000.0,0.0335,[0],[1.19],1.7008,0.0196
1916,1,55000.0,0.0965,[0],[1.8],1.4403,0.0111
1917,2,55000.0,0.0317,[ 0.   14.52],[1.37 1.97],1.9015,0.1813
1918,1,55000.0,0.0073,[0],[1.94],1.7115,0.001
1919,1,55000.0,0.0999,[0],[1.41],1.8864,0.1358
1920,1,55000.0,0.0424,[0],[1.82],1.2232,0.1478
1921,1,55000.0,0.0177,[0],[1.71],1.3867,0.1601
1922,4,55000.0,0.0343,[ 0.    8.34 17.51 29.39],[1.21 1.23 1.98 1.92],1.0996,0.0627
1923,1,55000.0,0.0681,[0],[1.69],1.0877,0.148
1924,2,55000.0,0.0822,[0.   6.43],[1.27 1.51],1.9689,0.1746
